#  addMAME 0.01 > 0.196
#
#  © 2014/2018 AntoPISA of www.progettosnaps.net
#
#  Total sets: 35,074
#
#
-----------------------------------------------------------
| S e t                     | Added in version | T y p e  |
| ad5rsrm                   | 0.143u4          | MAME     |
| ad5rsrma                  | 0.147u4          | MAME     |
| ad5rsrr                   | 0.143u4          | MAME     |
| ad5rsrra                  | 0.147u4          | MAME     |
| ad5rwclb                  | 0.143u4          | MAME     |
| ad5rwclba                 | 0.147u4          | MAME     |
| ad5rwclbb                 | 0.147u4          | MAME     |
| ad5rwclbc                 | 0.147u4          | MAME     |
| ad5rwclbd                 | 0.147u4          | MAME     |
| ad5rwclbe                 | 0.147u4          | MAME     |
| ad5sslam                  | 0.147u4          | MAME     |
| ad5sslama                 | 0.147u4          | MAME     |
| ad5sslamb                 | 0.147u4          | MAME     |
| ad5sslamc                 | 0.147u4          | MAME     |
| ad5sslamd                 | 0.143u4          | MAME     |
| ad5sslame                 | 0.147u4          | MAME     |
| ad5sslamf                 | 0.147u4          | MAME     |
| ad5tornc                  | 0.143u4          | MAME     |
| ad5tornca                 | 0.147u4          | MAME     |
| ad5torncb                 | 0.147u4          | MAME     |
| ad5torncc                 | 0.147u4          | MAME     |
| ad5torncd                 | 0.147u4          | MAME     |
| ad5tornce                 | 0.147u4          | MAME     |
| ad5vlv                    | 0.143u4          | MAME     |
| ad5vlvb                   | 0.147u4          | MAME     |
| ad5vlvc                   | 0.147u4          | MAME     |
| ad5vlvd                   | 0.147u4          | MAME     |
| ad5vlve                   | 0.147u4          | MAME     |
| ad5vlvf                   | 0.147u4          | MAME     |
| ad5vpa                    | 0.143u4          | MAME     |
| ad5vpaa                   | 0.147u4          | MAME     |
| ad5vpab                   | 0.147u4          | MAME     |
| ad5vpac                   | 0.147u4          | MAME     |
| adam                      | 0.162            | MESS     |
| adillor                   | 0.148            | MAME     |
| adonis                    | 0.129u5          | MAME     |
| adonisa                   | 0.167            | MAME     |
| adonisa6                  | 0.173            | MAME     |
| adonisce                  | 0.173            | MAME     |
| adonisu                   | 0.167            | MAME     |
| adults                    | 0.143u7          | MAME     |
| aduskcm                   | 0.173            | MAME     |
| advision                  | 0.162            | MESS     |
| advsnha                   | 0.162            | MESS     |
| aerfboo2                  | 0.124u3          | MAME     |
| aerfboot                  | 0.095u3          | MAME     |
| aeroboto                  | 0.060            | MAME     |
| aerofgt                   | 0.035b02         | MAME     |
| aerofgtb                  | 0.035b08         | MAME     |
| aerofgtc                  | 0.035b11         | MAME     |
| aerofgts                  | 0.127u1          | MAME     |
| aerolitos                 | 0.149            | MAME     |
| aes                       | 0.162            | MESS     |
| afighter                  | 0.074u2          | MAME     |
| afightera                 | 0.192            | MAME     |
| afighterb                 | 0.192            | MAME     |
| afighterc                 | 0.192            | MAME     |
| afighterd                 | 0.192            | MAME     |
| afightere                 | 0.192            | MAME     |
| afighterf                 | 0.192            | MAME     |
| afighterg                 | 0.192            | MAME     |
| afighterh                 | 0.192            | MAME     |
| afire                     | 0.090            | MAME     |
| afm_10                    | 0.141u1          | MAME     |
| afm_11                    | 0.141u1          | MAME     |
| afm_113                   | 0.141u1          | MAME     |
| afm_113b                  | 0.141u1          | MAME     |
| afm_11u                   | 0.141u1          | MAME     |
| afterhrs                  | 0.173            | MAME     |
| aftor                     | 0.141u1          | MAME     |
| aftrshok                  | 0.169            | MAME     |
| aftrshoka                 | 0.169            | MAME     |
| afv_l4                    | 0.141u1          | MAME     |
| agallet                   | 0.057            | MAME     |
| agalleta                  | 0.177            | MAME     |
| agalletah                 | 0.177            | MAME     |
| agalletaj                 | 0.177            | MAME     |
| agalletak                 | 0.177            | MAME     |
| agalletat                 | 0.177            | MAME     |
| agalletau                 | 0.177            | MAME     |
| agalleth                  | 0.137u1          | MAME     |
| agalletj                  | 0.137u1          | MAME     |
| agalletk                  | 0.137u1          | MAME     |
| agallett                  | 0.137u1          | MAME     |
| agalletu                  | 0.137u1          | MAME     |
| agat7                     | 0.162            | MESS     |
| agat9                     | 0.162            | MESS     |
| age_cand                  | 0.169            | MAME     |
| agent777                  | 0.141u1          | MAME     |
| agentx1                   | 0.107            | MAME     |
| agentx2                   | 0.107            | MAME     |
| agentx3                   | 0.107            | MAME     |
| agentx4                   | 0.107            | MAME     |
| agress                    | 0.082            | MAME     |
| agressb                   | 0.104u3          | MAME     |
| agsoccer                  | 0.141u1          | MAME     |
| agsoccer07                | 0.191            | MAME     |
| ai1000                    | 0.162            | MESS     |
| aim65                     | 0.162            | MESS     |
| aim65_40                  | 0.162            | MESS     |
| aimode                    | 0.188            | MAME     |
| ainferno                  | 0.074u2          | MAME     |
| ainfernoj                 | 0.149            | MAME     |
| airass                    | 0.153            | MAME     |
| airattck                  | 0.103u2          | MAME     |
| airattcka                 | 0.114            | MAME     |
| airbustr                  | 0.061            | MAME     |
| airbustrb                 | 0.111u1          | MAME     |
| airbustrj                 | 0.035b12         | MAME     |
| airco22b                  | 0.074u2          | MAME     |
| aircomb                   | 0.074u2          | MAME     |
| aircombj                  | 0.074u2          | MAME     |
| airduel                   | 0.167            | MAME     |
| airduelm72                | 0.037b01         | MAME     |
| airlbios                  | 0.135            | MAME     |
| airrace                   | 0.139u1          | MAME     |
| airraid                   | 0.074u2          | MAME     |
| airtrix                   | 0.126            | MAME     |
| airtrixo                  | 0.178            | MAME     |
| airwolf                   | 0.036b03         | MAME     |
| airwolfa                  | 0.119u4          | MAME     |
| aiwamcd                   | 0.162            | MESS     |
| ajax                      | 0.036b02         | MAME     |
| ajaxj                     | 0.036b09         | MAME     |
| akamaru                   | 0.119u1          | MAME     |
| akatana                   | 0.192            | MAME     |
| aking                     | 0.153            | MAME     |
| akiss                     | 0.077u1          | MAME     |
| akkanvdr                  | 0.037b11         | MAME     |
| akumajou                  | 0.036b03         | MAME     |
| akumajoun                 | 0.059            | MAME     |
| al520ex                   | 0.162            | MESS     |
| al8800bt                  | 0.162            | MESS     |
| aladmdb                   | 0.116u3          | MAME     |
| albatross                 | 0.142u6          | MAME     |
| alcapone                  | 0.141u1          | MAME     |
| alcat_l7                  | 0.141u1          | MAME     |
| alchemst                  | 0.184            | MAME     |
| alchemy                   | 0.173            | MAME     |
| alcon                     | 0.035rc1         | MAME     |
| aleck64                   | 0.115u1          | MAME     |
| alesqs7                   | 0.178            | MESS     |
| alexkidd                  | 0.036b02         | MAME     |
| alexkidd1                 | 0.034b04         | MAME     |
| alfa                      | 0.162            | MESS     |
| alg_bios                  | 0.110u5          | MAME     |
| algar_l1                  | 0.141u1          | MAME     |
| ali                       | 0.141u1          | MAME     |
| alibaba                   | 0.035b12         | MAME     |
| alibabab                  | 0.143u8          | MAME     |
| alice                     | 0.162            | MESS     |
| alice32                   | 0.162            | MESS     |
| alice90                   | 0.162            | MESS     |
| alien                     | 0.142u1          | MAME     |
| alien3                    | 0.063            | MAME     |
| alien3j                   | 0.191            | MAME     |
| alien3u                   | 0.103u2          | MAME     |
| alienar                   | 0.104u5          | MAME     |
| alienaru                  | 0.103u4          | MAME     |
| aliencha                  | 0.138u2          | MAME     |
| alienchac                 | 0.104            | MAME     |
| aliencr                   | 0.144u3          | MAME     |
| alienfnt                  | 0.144            | MAME     |
| alienfnta                 | 0.143u4          | MAME     |
| alieninv                  | 0.136u4          | MAME     |
